displayable_path,label,split,tokenized_label,num_unique_tokens,depth_bracket,length_token,parentheses_depth,valid_tokens,matched_brackets,CoMER_pred
.\IMG\train\CROHME2019\MfrDB2476.png,\sqrt{a} = {2^{- n}} \sqrt{{4^{n}} a},train,\sqrt { a } = { 2 ^ { - n } } \sqrt { { 4 ^ { n } } a },10,3.0,24,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2477.png,1 + 2,train,1 + 2,3,0.0,3,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2478.png,\sqrt[5]{55},train,\sqrt [ 5 ] { 5 5 },6,1.0,8,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2479.png,a_{1} + a_{2},train,a _ { 1 } + a _ { 2 },7,1.0,11,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2480.png,\frac{25}{3 + 1},train,\frac { 2 5 } { 3 + 1 },8,1.0,10,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2483.png,{3^{2}} - 1 = 8,train,{ 3 ^ { 2 } } - 1 = 8,9,2.0,11,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2485.png,\frac{a_{1} + a_{2} + {a^{3}}}{1 - x},train,\frac { a _ { 1 } + a _ { 2 } + { a ^ { 3 } } } { 1 - x },12,3.0,27,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2486.png,{( 12 - x )^{2}},train,{ ( 1 2 - x ) ^ { 2 } },9,2.0,12,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2487.png,{( a )^{- 1}} - 1,train,{ ( a ) ^ { - 1 } } - 1,8,2.0,12,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2489.png,\frac{b}{{a^{2}} - a} - \frac{b}{a - 1},train,\frac { b } { { a ^ { 2 } } - a } - \frac { b } { a - 1 },9,3.0,25,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2490.png,\frac{{x^{4}}}{{2^{3}}} - {( \frac{2}{x} )^{- 4}},train,\frac { { x ^ { 4 } } } { { 2 ^ { 3 } } } - { ( \frac { 2 } { x } ) ^ { - 4 } },11,3.0,36,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2491.png,( {y^{4}} - 1 ) / ( {y^{2}} - 1 ),train,( { y ^ { 4 } } - 1 ) / ( { y ^ { 2 } } - 1 ),11,2.0,23,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2492.png,\frac{\sqrt{99 {x^{7}}}}{11 {x^{3}}},train,\frac { \sqrt { 9 9 { x ^ { 7 } } } } { 1 1 { x ^ { 3 } } },10,4.0,26,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2493.png,5 0 ! \cdot n = 4 8 !,train,5 0 ! \cdot n = 4 8 !,8,0.0,9,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2494.png,\frac{10 0 !}{9 7 ! \cdot 6 !},train,\frac { 1 0 0 ! } { 9 7 ! \cdot 6 ! },10,1.0,15,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2496.png,( y - 3 ) ( y + 3 ) + y ( y + 3 ) = 0,train,( y - 3 ) ( y + 3 ) + y ( y + 3 ) = 0,8,0.0,19,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2497.png,\frac{5 x - 7}{3} \leq 2 x + 5,train,\frac { 5 x - 7 } { 3 } \leq 2 x + 5,11,1.0,15,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2498.png,3 x - 5 \lt - 2,train,3 x - 5 \lt - 2,6,0.0,7,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2502.png,2 l o g ( x - 3 ) = l o g ( 5 - x ),train,2 l o g ( x - 3 ) = l o g ( 5 - x ),11,0.0,18,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2503.png,{2^{x + 1}} - 2 x = 16,train,{ 2 ^ { x + 1 } } - 2 x = 1 6,10,2.0,15,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2515.png,\int\limits_{0}^{\infty} \sqrt{x} {e^{- x}} dx = \frac{1}{2} \sqrt{\pi},train,\int \limits _ { 0 } ^ { \infty } \sqrt { x } { e ^ { - x } } d x = \frac { 1 } { 2 } \sqrt { \pi },18,2.0,36,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2516.png,\int\limits_{0}^{\infty} \frac{\sin^{2} x}{{x^{2}}} dx = \frac{\pi}{2},train,\int \limits _ { 0 } ^ { \infty } \frac { \sin ^ { 2 } x } { { x ^ { 2 } } } d x = \frac { \pi } { 2 },15,3.0,38,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2520.png,\int\limits_{0}^{1} \sqrt{x} dx,train,\int \limits _ { 0 } ^ { 1 } \sqrt { x } d x,11,1.0,16,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2521.png,\int\limits_{0}^{+ \infty} {x^{n}} {e^{- x}} dx = n !,train,\int \limits _ { 0 } ^ { + \infty } { x ^ { n } } { e ^ { - x } } d x = n !,16,2.0,31,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2522.png,\int \cos t d t = \sin t,train,\int \cos t d t = \sin t,6,0.0,8,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2523.png,\int\limits_{0}^{R} \frac{2 x}{1 + {x^{2}}} dx = l o g ( 1 + {R^{2}} ),train,\int \limits _ { 0 } ^ { R } \frac { 2 x } { 1 + { x ^ { 2 } } } d x = l o g ( 1 + { R ^ { 2 } } ),20,3.0,43,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2546.png,"f ( x , y ) = \frac{x}{y} + x y",train,"f ( x , y ) = \frac { x } { y } + x y",11,1.0,17,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2547.png,"F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 21",train,"F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 2 1",13,0.0,25,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2548.png,"g ( 2 , 3 , 4 ) = 3 {4^{- 3}}",train,"g ( 2 , 3 , 4 ) = 3 { 4 ^ { - 3 } }",12,2.0,18,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2549.png,\sin x = \sin ( x + 2 \pi k ),train,\sin x = \sin ( x + 2 \pi k ),9,0.0,11,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2552.png,1 + 37,train,1 + 3 7,4,0.0,4,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2553.png,1111,train,1 1 1 1,1,0.0,4,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2559.png,\sin n,train,\sin n,2,0.0,2,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2562.png,x + y = z,train,x + y = z,5,0.0,5,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2563.png,x + y = z,train,x + y = z,5,0.0,5,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2564.png,x + y = z,train,x + y = z,5,0.0,5,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2566.png,\frac{1}{x},train,\frac { 1 } { x },5,1.0,7,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2569.png,a x + b \lt c,train,a x + b \lt c,6,0.0,6,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2583.png,V = a \cdot b \cdot c,train,V = a \cdot b \cdot c,6,0.0,7,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2584.png,{3^{2}} - 1 = 8,train,{ 3 ^ { 2 } } - 1 = 8,9,2.0,11,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2585.png,{x^{y}} - {y^{x}},train,{ x ^ { y } } - { y ^ { x } },6,2.0,15,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2586.png,\frac{a_{1} + a_{2} + {a^{3}}}{1 - x},train,\frac { a _ { 1 } + a _ { 2 } + { a ^ { 3 } } } { 1 - x },12,3.0,27,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2587.png,{( 12 - x )^{2}},train,{ ( 1 2 - x ) ^ { 2 } },9,2.0,12,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2588.png,{( a )^{- 1}} - 1,train,{ ( a ) ^ { - 1 } } - 1,8,2.0,12,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2589.png,\frac{5}{x + 1} + \frac{5}{{x^{2}} + x},train,\frac { 5 } { x + 1 } + \frac { 5 } { { x ^ { 2 } } + x },9,3.0,25,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2590.png,\frac{b}{{a^{2}} - a} - \frac{b}{a - 1},train,\frac { b } { { a ^ { 2 } } - a } - \frac { b } { a - 1 },9,3.0,25,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2594.png,5 0 ! \cdot n = 4 8 !,train,5 0 ! \cdot n = 4 8 !,8,0.0,9,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2607.png,\sqrt[3]{\frac{{z^{3}} + 2}{\sqrt{z} + 1}},train,\sqrt [ 3 ] { \frac { { z ^ { 3 } } + 2 } { \sqrt { z } + 1 } },12,4.0,26,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2619.png,\int\limits_{a}^{b} f ( x ) dx = F ( b ) - F ( a ),train,\int \limits _ { a } ^ { b } f ( x ) d x = F ( b ) - F ( a ),16,1.0,26,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2625.png,\int\limits_{a}^{a} f ( x ) dx = 0,train,\int \limits _ { a } ^ { a } f ( x ) d x = 0,14,1.0,18,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2637.png,\frac{{T_{1}^{2}}}{{T_{2}^{2}}} = \frac{{a_{1}^{3}}}{{a_{2}^{3}}},train,\frac { { T _ { 1 } ^ { 2 } } } { { T _ { 2 } ^ { 2 } } } = \frac { { a _ { 1 } ^ { 3 } } } { { a _ { 2 } ^ { 3 } } },11,3.0,55,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2638.png,E = E_{k} + E_{p},train,E = E _ { k } + E _ { p },8,1.0,13,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2645.png,\lim_{n \to \infty} ( \sqrt{n + 2} - \sqrt{n + 1} ) = 0,train,\lim _ { n \to \infty } ( \sqrt { n + 2 } - \sqrt { n + 1 } ) = 0,16,1.0,24,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2650.png,\sin ( x ) = 20 z,train,\sin ( x ) = 2 0 z,8,0.0,8,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2656.png,\frac{2}{4},train,\frac { 2 } { 4 },5,1.0,7,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2671.png,{x^{2}} - x - 6 \lt 0,train,{ x ^ { 2 } } - x - 6 \lt 0,9,2.0,13,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2677.png,\sqrt{a} = {2^{- n}} \sqrt{{4^{n}} a},train,\sqrt { a } = { 2 ^ { - n } } \sqrt { { 4 ^ { n } } a },10,3.0,24,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2678.png,| a + i b | = \sqrt{{x^{2}} + {y^{2}}},train,| a + i b | = \sqrt { { x ^ { 2 } } + { y ^ { 2 } } },13,3.0,25,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2682.png,11 + 12 = 3,train,1 1 + 1 2 = 3,5,0.0,7,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2683.png,V = a \cdot b \cdot c,train,V = a \cdot b \cdot c,6,0.0,7,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2715.png,\int\limits_{0}^{\infty} \sqrt{x} {e^{- x}} dx = \frac{1}{2} \sqrt{\pi},train,\int \limits _ { 0 } ^ { \infty } \sqrt { x } { e ^ { - x } } d x = \frac { 1 } { 2 } \sqrt { \pi },18,2.0,36,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2716.png,\frac{8}{2},train,\frac { 8 } { 2 },5,1.0,7,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2717.png,\int\limits_{0}^{2 \pi} \frac{\sin ( x )}{x} dx,train,\int \limits _ { 0 } ^ { 2 \pi } \frac { \sin ( x ) } { x } d x,15,1.0,23,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2718.png,x - 2 = 5,train,x - 2 = 5,5,0.0,5,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2726.png,1 + 1,train,1 + 1,2,0.0,3,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2735.png,v = v_{0} t - g {t^{2}},train,v = v _ { 0 } t - g { t ^ { 2 } },11,2.0,17,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2740.png,\lim_{n \to \infty} n \frac{1}{n} = 1,train,\lim _ { n \to \infty } n \frac { 1 } { n } = 1,10,1.0,17,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2747.png,"F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 21",train,"F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 2 1",13,0.0,25,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2748.png,"g ( 2 , 3 , 4 ) = 3 {4^{- 3}}",train,"g ( 2 , 3 , 4 ) = 3 { 4 ^ { - 3 } }",12,2.0,18,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2767.png,"g ( 2 , 3 , 4 ) = 3 {4^{- 3}}",train,"g ( 2 , 3 , 4 ) = 3 { 4 ^ { - 3 } }",12,2.0,18,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2768.png,\sin x = \sin ( x + 2 \pi k ),train,\sin x = \sin ( x + 2 \pi k ),9,0.0,11,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2769.png,\cos x,train,\cos x,2,0.0,2,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2770.png,{3^{x}} - {2^{x}},train,{ 3 ^ { x } } - { 2 ^ { x } },7,2.0,15,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2771.png,1 + tg^{2} y = \frac{1}{\cos^{2} y},train,1 + t g ^ { 2 } y = \frac { 1 } { \cos ^ { 2 } y },12,2.0,22,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2772.png,| \sin z | = \sqrt{1 - \cos^{2} z},train,| \sin z | = \sqrt { 1 - \cos ^ { 2 } z },12,2.0,16,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2773.png,\sin x,train,\sin x,2,0.0,2,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2774.png,tg 2 x = \frac{2 tg x}{1 - tg^{2} x},train,t g 2 x = \frac { 2 t g x } { 1 - t g ^ { 2 } x },11,2.0,23,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2775.png,\cos^{3} y = \frac{1}{4} ( \cos 3 y + 3 \cos y ),train,\cos ^ { 3 } y = \frac { 1 } { 4 } ( \cos 3 y + 3 \cos y ),13,1.0,23,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2778.png,"\sum_{m = 0}^{M} \sum_{n = 0}^{N} a_{m , n}",train,"\sum _ { m = 0 } ^ { M } \sum _ { n = 0 } ^ { N } a _ { m , n }",13,1.0,29,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2802.png,f ( x ) \cdot h ( x ) = ( x + 1 ) ( 2 x - 3 ),train,f ( x ) \cdot h ( x ) = ( x + 1 ) ( 2 x - 3 ),12,0.0,21,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2803.png,A ( x ) = \frac{1}{x} + \frac{1}{{x^{2}}} + B ( x ),train,A ( x ) = \frac { 1 } { x } + \frac { 1 } { { x ^ { 2 } } } + B ( x ),13,3.0,31,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2804.png,A ( x ) = \frac{1}{x} + \frac{1}{{x^{2}}} + B ( x ),train,A ( x ) = \frac { 1 } { x } + \frac { 1 } { { x ^ { 2 } } } + B ( x ),13,3.0,31,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2805.png,\frac{{( | a | - | b | )^{2}}}{| a - b |},train,\frac { { ( | a | - | b | ) ^ { 2 } } } { | a - b | },11,3.0,25,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2806.png,a x + b \lt c,train,a x + b \lt c,6,0.0,6,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2807.png,x \lt \frac{c - b}{a},train,x \lt \frac { c - b } { a },9,1.0,11,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2808.png,2 + 3 x y \gt 10,train,2 + 3 x y \gt 1 0,8,0.0,8,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2809.png,{1^{2}},train,{ 1 ^ { 2 } },5,2.0,7,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2810.png,| \sin z |,train,| \sin z |,3,0.0,4,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2811.png,{x^{2}} + 1,train,{ x ^ { 2 } } + 1,7,2.0,9,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2813.png,\sin x + \sin y = 2 \sin ( \frac{x + y}{2} ) \cos ( \frac{x - y}{2} ),train,\sin x + \sin y = 2 \sin ( \frac { x + y } { 2 } ) \cos ( \frac { x - y } { 2 } ),13,1.0,31,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2814.png,tg 2 x = \frac{2 \cdot tg x}{1 - tg^{2} x},train,t g 2 x = \frac { 2 \cdot t g x } { 1 - t g ^ { 2 } x },12,2.0,24,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2815.png,\cos^{3} y = \frac{1}{4} ( \cos 3 y + 3 \cos y ),train,\cos ^ { 3 } y = \frac { 1 } { 4 } ( \cos 3 y + 3 \cos y ),13,1.0,23,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2818.png,\cos ( x + 2 ),train,\cos ( x + 2 ),6,0.0,6,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2820.png,\frac{\sin x}{\cos x} = tg x,train,\frac { \sin x } { \cos x } = t g x,9,1.0,13,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2821.png,"\sum_{m = 0}^{M} \sum_{n = 0}^{N} a_{m , n}",train,"\sum _ { m = 0 } ^ { M } \sum _ { n = 0 } ^ { N } a _ { m , n }",13,1.0,29,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2822.png,\sqrt{\frac{1}{n} \sum_{k = 1}^{n} {( a_{k} )^{2}}} \geq \frac{1}{n} \sum_{k = 1}^{n} a_{k},train,\sqrt { \frac { 1 } { n } \sum _ { k = 1 } ^ { n } { ( a _ { k } ) ^ { 2 } } } \geq \frac { 1 } { n } \sum _ { k = 1 } ^ { n } a _ { k },16,3.0,58,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2827.png,f ( x ) \cdot h ( x ) = ( x + 1 ) ( 2 x - 3 ),train,f ( x ) \cdot h ( x ) = ( x + 1 ) ( 2 x - 3 ),12,0.0,21,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2828.png,A ( x ) = \frac{1}{x} + \frac{1}{{x^{2}}} + B ( x ),train,A ( x ) = \frac { 1 } { x } + \frac { 1 } { { x ^ { 2 } } } + B ( x ),13,3.0,31,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2829.png,| a - b | \leq | a - c | + | c - b |,train,| a - b | \leq | a - c | + | c - b |,7,0.0,17,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2831.png,s_{n} = n \cdot \frac{x_{1} + x_{n}}{2},train,s _ { n } = n \cdot \frac { x _ { 1 } + x _ { n } } { 2 },12,2.0,25,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2832.png,\frac{{( | a | - | b | )^{2}}}{| a - b |},train,\frac { { ( | a | - | b | ) ^ { 2 } } } { | a - b | },11,3.0,25,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2833.png,a x + b \lt c,train,a x + b \lt c,6,0.0,6,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2834.png,a x + b \lt c,train,a x + b \lt c,6,0.0,6,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2835.png,x \lt \frac{c - b}{a},train,x \lt \frac { c - b } { a },9,1.0,11,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2836.png,{x^{2}} - x - 6 \lt 0,train,{ x ^ { 2 } } - x - 6 \lt 0,9,2.0,13,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2837.png,\frac{( x + 3 ) ( x - 5 )}{3 ( x - 1 )} \gt 0,train,\frac { ( x + 3 ) ( x - 5 ) } { 3 ( x - 1 ) } \gt 0,13,1.0,23,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2838.png,\sqrt{{x^{2}}} = | x |,train,\sqrt { { x ^ { 2 } } } = | x |,8,3.0,14,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2839.png,\sqrt{x y z} = \sqrt{x} \sqrt{y} \sqrt{z},train,\sqrt { x y z } = \sqrt { x } \sqrt { y } \sqrt { z },7,1.0,19,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2840.png,f^{'} ( x ) = \frac{1}{2 \sqrt{x}},train,f ^ { ' } ( x ) = \frac { 1 } { 2 \sqrt { x } },13,2.0,20,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2841.png,\sqrt{x} = 1 {0^{( l o g x ) / 2}},train,\sqrt { x } = 1 { 0 ^ { ( l o g x ) / 2 } },15,2.0,20,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2842.png,\sqrt{a} = {2^{- n}} \sqrt{{4^{n}} a},train,\sqrt { a } = { 2 ^ { - n } } \sqrt { { 4 ^ { n } } a },10,3.0,24,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2844.png,v_{c} = v_{c - 1} ( \frac{r - c}{c} ),train,v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } ),12,1.0,24,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2845.png,{( 1 + x )^{n}} = \sum_{k = 0}^{\infty} n k {x^{k}},train,{ ( 1 + x ) ^ { n } } = \sum _ { k = 0 } ^ { \infty } n k { x ^ { k } },15,2.0,32,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2847.png,{( x + 1 )^{n + 1}} = ( x + 1 ) {( x + 1 )^{n}},train,{ ( x + 1 ) ^ { n + 1 } } = ( x + 1 ) { ( x + 1 ) ^ { n } },10,2.0,30,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2848.png,\sum_{i = 0}^{n} n i = {2^{n}},train,\sum _ { i = 0 } ^ { n } n i = { 2 ^ { n } },10,2.0,21,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2850.png,\lim_{n \to \infty} \frac{n !}{\sqrt{2 \pi n} ( \frac{n}{e} )} = 1,train,\lim _ { n \to \infty } \frac { n ! } { \sqrt { 2 \pi n } ( \frac { n } { e } ) } = 1,17,2.0,31,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2851.png,x_{1} = \frac{( 1 - \frac{2}{\sqrt{N - 1}} ) N}{L},train,x _ { 1 } = \frac { ( 1 - \frac { 2 } { \sqrt { N - 1 } } ) N } { L },14,3.0,29,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2852.png,"f ( x , y ) = f_{1} ( x y ) + f_{2} ( \frac{x}{y} )",train,"f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )",14,1.0,31,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2853.png,m ( b - a ) \leq \int\limits_{a}^{b} f ( x ) dx \leq M ( b - a ),train,m ( b - a ) \leq \int \limits _ { a } ^ { b } f ( x ) d x \leq M ( b - a ),17,1.0,30,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2854.png,| \int\limits_{a}^{b} f ( x ) dx | \leq \int\limits_{a}^{b} | f ( x ) | dx,train,| \int \limits _ { a } ^ { b } f ( x ) d x | \leq \int \limits _ { a } ^ { b } | f ( x ) | d x,15,1.0,37,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2856.png,( \frac{1}{{m^{2}}} - \frac{3 m}{n} + \frac{2}{m n} ),train,( \frac { 1 } { { m ^ { 2 } } } - \frac { 3 m } { n } + \frac { 2 } { m n } ),13,3.0,33,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2857.png,3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2},train,3 { a ^ { 2 } } { b ^ { 3 } } + 5 { a ^ { 3 } } { b ^ { 2 } } - \frac { { a ^ { 5 } } { b ^ { 8 } } } { 2 },12,3.0,52,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2858.png,\frac{3 x + y}{z} = ( \frac{A - 1}{{x^{2}} + {y^{2}}} ),train,\frac { 3 x + y } { z } = ( \frac { A - 1 } { { x ^ { 2 } } + { y ^ { 2 } } } ),16,3.0,36,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2859.png,\sum_{n = 1}^{\infty} {( \frac{\sum_{i = 1}^{n} a_{i}}{n} )^{p}} \lt {( \frac{p}{p - 1} )^{p}} \sum_{n = 1}^{\infty} {a_{n}^{p}},train,\sum _ { n = 1 } ^ { \infty } { ( \frac { \sum _ { i = 1 } ^ { n } a _ { i } } { n } ) ^ { p } } \lt { ( \frac { p } { p - 1 } ) ^ { p } } \sum _ { n = 1 } ^ { \infty } { a _ { n } ^ { p } },17,3.0,81,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2860.png,{( \frac{1 + {x^{2}}}{1 + {y^{2}}} )^{k}} \leq {2^{| t |}} {( 1 + {( x - y )^{2}} )^{| t |}},train,{ ( \frac { 1 + { x ^ { 2 } } } { 1 + { y ^ { 2 } } } ) ^ { k } } \leq { 2 ^ { | t | } } { ( 1 + { ( x - y ) ^ { 2 } } ) ^ { | t | } },16,4.0,64,2.0,True,True,
.\IMG\train\CROHME2019\MfrDB2861.png,"g ( x , y ) = \sqrt[3]{x - y} + \sqrt{| x + y |}",train,"g ( x , y ) = \sqrt [ 3 ] { x - y } + \sqrt { | x + y | }",16,1.0,25,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2862.png,"h ( x , y ) = {x^{y + \frac{1}{y}}}",train,"h ( x , y ) = { x ^ { y + \frac { 1 } { y } } }",13,3.0,22,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2863.png,\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0,train,\lim _ { n \to \infty } \frac { 1 } { { n ^ { p } } } = 0,13,3.0,22,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2864.png,\lim_{n \to \infty} ( x_{n} / y_{n} ) = L_{1} / L_{2},train,\lim _ { n \to \infty } ( x _ { n } / y _ { n } ) = L _ { 1 } / L _ { 2 },16,1.0,32,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2865.png,\lim_{x \to c} f ( x ) = f ( c ),train,\lim _ { x \to c } f ( x ) = f ( c ),11,1.0,16,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2866.png,\lim_{y \to \infty} y \sin ( \frac{c}{y} ) = c,train,\lim _ { y \to \infty } y \sin ( \frac { c } { y } ) = c,13,1.0,20,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2869.png,\sum_{n = 1}^{\infty} ( b_{n} - b_{n + 1} ),train,\sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } ),14,1.0,26,1.0,True,True,
.\IMG\train\CROHME2019\MfrDB2870.png,\frac{1}{{n^{2}}} \leq \frac{1}{n - 1} - \frac{1}{n},train,\frac { 1 } { { n ^ { 2 } } } \leq \frac { 1 } { n - 1 } - \frac { 1 } { n },9,3.0,31,0.0,True,True,
.\IMG\train\CROHME2019\MfrDB2871.png,\sum_{n = 0}^{\infty} f_{n} ( x ),train,\sum _ { n = 0 } ^ { \infty } f _ { n } ( x ),13,1.0,19,1.0,True,True,
